entity_id,dimension,provider,repeat,role,field,score,confidence,reason
province_a9af17f97e5463d69fd5,province,codex,0,primary,implementation_offset,,unknown,I lack sufficiently specific knowledge of Dhi-Qar’s provincial implementation support for floating PV to distinguish it from Iraq’s general renewable-energy conditions. No relative provincial advantage or disadvantage is inferred.
province_a9ba3022aab75cdaf3a8,province,codex,0,primary,implementation_offset,0.04,low,"Xinjiang’s provincial emphasis on renewable-energy development and experience coordinating large projects suggest modestly favorable implementation support relative to the national baseline. This is a qualitative inference about provincial administrative support, not verified floating-PV-specific arrangements; transferability to floating-PV projects remains uncertain."
province_a9de609c816ded9a74c2,province,codex,0,primary,implementation_offset,,unknown,I lack sufficiently specific knowledge of Mayo-level implementation support to distinguish it from Ireland’s general renewable-energy conditions. A positive or negative residual offset would therefore be speculative.
province_a9f9612b5111ca78fe4c,province,codex,0,primary,implementation_offset,,unknown,I lack sufficiently specific knowledge of Severno-Banatski’s administrative support or implementation practices to infer a difference from Serbia’s general renewable-energy conditions. Broader regional knowledge alone does not establish a district-specific offset.
province_a9f9612b5111ca78fe4c,province,claude,0,audit,implementation_offset,0.04,low,"Judgment only: Vojvodina's autonomous provincial administration and its energy secretariat add a permitting/coordination layer absent elsewhere in Serbia, and Banat municipalities have prior experience hosting wind and other renewable projects, suggesting modestly above-average institutional familiarity and social acceptance. Offset kept small given weak local fiscal capacity and no water-surface-specific precedent known."
province_aa62e5cb26e54b0d1e92,province,codex,0,primary,implementation_offset,0.05,medium,Lagos’s comparatively active state-level electricity reform and experience coordinating public-sector power projects suggest modest additional implementation support. This judgment assumes those administrative capabilities transfer to floating PV; specific provincial floating-PV approval processes and delivery support remain uncertain.
province_aa6457d3723b1dccb6b1,province,codex,0,primary,implementation_offset,,unknown,I lack sufficiently specific knowledge of La Paz’s provincial implementation institutions or support for floating PV to infer a difference from Bolivia’s general renewable-energy conditions. Its administrative prominence alone does not establish a favorable provincial offset.
province_aa8d4e0f81f2c9fe691a,province,codex,0,primary,implementation_offset,0.04,low,"Azores-specific renewable-energy incentives and autonomous regional energy administration suggest modest additional implementation support. This is a qualitative inference from regional institutional knowledge, not verified floating-PV support; reservoir authorization and agency coordination remain uncertain."
province_aaf21d84eac7ef4df7c3,province,codex,0,primary,implementation_offset,,unknown,I lack sufficient province-specific knowledge of Elbasan’s administrative support or implementation practices to infer a residual difference from Albania’s general renewable-energy conditions.
province_ab02bdd4e6b5274eb889,province,codex,0,primary,implementation_offset,,unknown,I lack sufficiently specific provincial knowledge to judge Aceh's implementation support relative to Indonesia's general renewable-energy conditions. Aceh's special autonomy alone does not establish a favorable or adverse difference.
province_ab0b81a71e19094d5fd9,province,codex,0,primary,implementation_offset,,unknown,I lack sufficiently specific knowledge of Abruzzo’s regional permitting practices or administrative support for floating PV to infer an implementation difference from Italy’s national baseline. Assigning zero or a directional offset would be unsupported.
province_ab0bc645bf7a3a12b2c0,province,codex,0,primary,implementation_offset,,unknown,I lack sufficiently specific knowledge of Nam Định’s provincial implementation practices or support to judge a residual difference from Vietnam’s general renewable-energy conditions. A zero offset would imply an unsupported judgment of parity.
province_ab0bc645bf7a3a12b2c0,province,claude,0,audit,implementation_offset,-0.05,low,"Judgment only: Red River Delta provinces like Nam Định have little utility-scale solar permitting track record versus south-central Vietnam, with local administration oriented to agriculture, aquaculture and industrial parks. The 2025 provincial consolidation into Ninh Bình adds institutional transition uncertainty. Slightly adverse residual; no site-specific or policy knowledge assumed."
province_ab15c5e62c6e75646715,province,codex,0,primary,implementation_offset,,unknown,I lack sufficiently specific knowledge of Shinyanga’s provincial implementation support to infer a difference from Tanzania’s general renewable-energy conditions. No relative offset is assigned.
